code	sample	mod_code	Nvalid_cov	Nmod	Ncanonical	Nother_mod	Ndelete	Nfail	Ndiff	Nnocall	n_sites	frac_modified	gtf_gene_name	gtf_gene_id	gtf_transcript_id	classification	match_source	iso_tes	iso_chain_tx	gtf_tes	gtf_chain_tx	tes_delta_bp	exon_overlap_bp	read_support	frac_global	polya_support_frac	sample_counts
ALCAM:e812204a	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	17802	121697	65	121569	63	1479	8074	25001	0	1612	0.000534	ALCAM	ALCAM	NM_001627.4	NOVEL_CHAIN	TES_TOL	105576891	105367143-105367275;105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	105576900	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	9	4537	442	0.102	0.8439	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:100|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:115|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:98|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:36|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:62|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:31
ALCAM:e812204a	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	19227	121697	63	121569	65	1479	8074	25001	0	1612	0.000518	ALCAM	ALCAM	NM_001627.4	NOVEL_CHAIN	TES_TOL	105576891	105367143-105367275;105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	105576900	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	9	4537	442	0.102	0.8439	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:100|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:115|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:98|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:36|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:62|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:31
ALCAM:f99ed0cc	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	m	16648	4	16640	4	227	1214	1327	0	1032	0.00024	ALCAM	ALCAM	NM_001627.4	NOVEL_CHAIN	TES_TOL	105576891	105367138-105367199;105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476	105576900	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	9	4579	114	0.026	0.8947	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:21|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:24|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:30|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:10|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:22|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:7
ALCAM:f99ed0cc	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	19228	16648	4	16640	4	227	1214	1327	0	1032	0.00024	ALCAM	ALCAM	NM_001627.4	NOVEL_CHAIN	TES_TOL	105576891	105367138-105367199;105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476	105576900	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	9	4579	114	0.026	0.8947	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:21|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:24|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:30|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:10|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:22|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:7
ALCAM:f99ed0cc	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	19229	18328	6	18322	0	103	638	506	0	1048	0.000327	ALCAM	ALCAM	NM_001627.4	NOVEL_CHAIN	TES_TOL	105576891	105367138-105367199;105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476	105576900	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	9	4579	114	0.026	0.8947	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:21|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:24|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:30|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:10|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:22|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:7
ALCAM:f99ed0cc	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	a	29050	64	28976	10	209	2033	1016	0	1618	0.002203	ALCAM	ALCAM	NM_001627.4	NOVEL_CHAIN	TES_TOL	105576891	105367138-105367199;105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476	105576900	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	9	4579	114	0.026	0.8947	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:21|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:24|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:30|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:10|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:22|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:7
ALCAM:f99ed0cc	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	17596	29050	10	28976	64	209	2033	1016	0	1618	0.000344	ALCAM	ALCAM	NM_001627.4	NOVEL_CHAIN	TES_TOL	105576891	105367138-105367199;105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476	105576900	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	9	4579	114	0.026	0.8947	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:21|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:24|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:30|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:10|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:22|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:7
ALCAM:f99ed0cc	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	69426	29050	0	28976	74	209	2033	1016	0	1618	0.0	ALCAM	ALCAM	NM_001627.4	NOVEL_CHAIN	TES_TOL	105576891	105367138-105367199;105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476	105576900	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	9	4579	114	0.026	0.8947	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:21|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:24|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:30|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:10|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:22|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:7
ALCAM:f99ed0cc	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	17802	25042	11	25010	21	265	1158	1439	0	1397	0.000439	ALCAM	ALCAM	NM_001627.4	NOVEL_CHAIN	TES_TOL	105576891	105367138-105367199;105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476	105576900	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	9	4579	114	0.026	0.8947	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:21|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:24|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:30|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:10|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:22|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:7
ALCAM:f99ed0cc	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	19227	25042	21	25010	11	265	1158	1439	0	1397	0.000839	ALCAM	ALCAM	NM_001627.4	NOVEL_CHAIN	TES_TOL	105576891	105367138-105367199;105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476	105576900	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	9	4579	114	0.026	0.8947	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:21|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:24|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:30|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:10|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:22|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:7
HEBP2:a9f5b516	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	19229	8120	10	8110	0	21	211	43	0	2901	0.001232	HEBP2	HEBP2	NM_014320.3	NOVEL_CHAIN	TES_TOL	138422197	138404598-138405144;138405281-138405970;138406152-138412879;138413155-138415197	138422197	138404598-138405144;138405281-138405970;138406152-138412879	0	7958	15	0.003	1.0000	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:4|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:2|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:6
HEBP2:a9f5b516	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	a	9220	78	9136	6	48	625	62	0	3364	0.00846	HEBP2	HEBP2	NM_014320.3	NOVEL_CHAIN	TES_TOL	138422197	138404598-138405144;138405281-138405970;138406152-138412879;138413155-138415197	138422197	138404598-138405144;138405281-138405970;138406152-138412879	0	7958	15	0.003	1.0000	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:4|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:2|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:6
HEBP2:a9f5b516	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	17596	9220	5	9136	79	48	625	62	0	3364	0.000542	HEBP2	HEBP2	NM_014320.3	NOVEL_CHAIN	TES_TOL	138422197	138404598-138405144;138405281-138405970;138406152-138412879;138413155-138415197	138422197	138404598-138405144;138405281-138405970;138406152-138412879	0	7958	15	0.003	1.0000	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:4|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:2|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:6
HEBP2:a9f5b516	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	69426	9220	1	9136	83	48	625	62	0	3364	0.000108	HEBP2	HEBP2	NM_014320.3	NOVEL_CHAIN	TES_TOL	138422197	138404598-138405144;138405281-138405970;138406152-138412879;138413155-138415197	138422197	138404598-138405144;138405281-138405970;138406152-138412879	0	7958	15	0.003	1.0000	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:4|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:2|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:6
HEBP2:a9f5b516	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	m	7307	3	7302	2	83	421	71	0	2913	0.000411	HEBP2	HEBP2	NM_014320.3	NOVEL_CHAIN	TES_TOL	138422197	138404598-138405144;138405281-138405970;138406152-138412879;138413155-138415197	138422197	138404598-138405144;138405281-138405970;138406152-138412879	0	7958	15	0.003	1.0000	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:4|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:2|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:6
HEBP2:a9f5b516	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	19228	7307	2	7302	3	83	421	71	0	2913	0.000274	HEBP2	HEBP2	NM_014320.3	NOVEL_CHAIN	TES_TOL	138422197	138404598-138405144;138405281-138405970;138406152-138412879;138413155-138415197	138422197	138404598-138405144;138405281-138405970;138406152-138412879	0	7958	15	0.003	1.0000	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:4|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:2|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:6
HEBP2:a9f5b516	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	17802	8266	5	8254	7	79	357	92	0	3311	0.000605	HEBP2	HEBP2	NM_014320.3	NOVEL_CHAIN	TES_TOL	138422197	138404598-138405144;138405281-138405970;138406152-138412879;138413155-138415197	138422197	138404598-138405144;138405281-138405970;138406152-138412879	0	7958	15	0.003	1.0000	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:4|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:2|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:6
HEBP2:a9f5b516	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	19227	8266	7	8254	5	79	357	92	0	3311	0.000847	HEBP2	HEBP2	NM_014320.3	NOVEL_CHAIN	TES_TOL	138422197	138404598-138405144;138405281-138405970;138406152-138412879;138413155-138415197	138422197	138404598-138405144;138405281-138405970;138406152-138412879	0	7958	15	0.003	1.0000	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:4|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:2|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:6
MXD1:0ab76cd2	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	19229	623	0	623	0	0	16	3	0	322	0.0	MXD1	MXD1	NM_002357.4	NOVEL_APA	OVERLAP	69938502	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096	69942945	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096	4443	1106	16	0.004	0.6250	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:2|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:4|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:8|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1
MXD1:0ab76cd2	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	17802	437	0	437	0	2	16	3	0	231	0.0	MXD1	MXD1	NM_002357.4	NOVEL_APA	OVERLAP	69938502	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096	69942945	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096	4443	1106	16	0.004	0.6250	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:2|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:4|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:8|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1
MXD1:0ab76cd2	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	19227	437	0	437	0	2	16	3	0	231	0.0	MXD1	MXD1	NM_002357.4	NOVEL_APA	OVERLAP	69938502	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096	69942945	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096	4443	1106	16	0.004	0.6250	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:2|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:4|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:8|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1
MXD1:0ab76cd2	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	m	521	0	521	0	2	37	2	0	283	0.0	MXD1	MXD1	NM_002357.4	NOVEL_APA	OVERLAP	69938502	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096	69942945	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096	4443	1106	16	0.004	0.6250	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:2|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:4|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:8|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1
MXD1:0ab76cd2	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	19228	521	0	521	0	2	37	2	0	283	0.0	MXD1	MXD1	NM_002357.4	NOVEL_APA	OVERLAP	69938502	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096	69942945	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096	4443	1106	16	0.004	0.6250	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:2|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:4|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:8|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1
